STA_SEQ,YLAT,XLONG,SDATE,SYEAR,BCG,MEM
14318,41.3387,-73.0806,2006-10-25,2006,5,1
14321,41.6497,-73.0774,2006-10-25,2006,5,1
14322,41.631,-73.0772,2006-10-25,2006,5,1
14341,41.7891,-73.1145,2006-10-25,2006,5,1
14825,41.6743,-73.0695,2006-10-25,2006,5,1
16050,41.7485,-73.1129,2006-10-27,2006,5,1
14360,41.2675,-73.4414,2006-11-29,2006,3,1
14366,41.246,-73.4341,2006-11-29,2006,4,1
14370,41.1909,-73.4297,2006-11-29,2006,4,1
14371,41.1267,-73.4295,2006-11-29,2006,5,1
14553,41.2604,-73.4367,2006-11-29,2006,4,1
14853,41.2026,-73.4311,2006-11-29,2006,4,1
14206,41.9548,-71.884,2007-09-18,2007,4,1
14410,42.022,-71.9528,2007-09-18,2007,3,1
14609,41.9081,-71.9096,2007-09-18,2007,4,1
14735,41.5583,-72.112,2007-09-18,2007,4,1
16028,41.8552,-73.3755,2007-09-19,2007,3,1
16065,41.8148,-73.376,2007-09-19,2007,3,1
16076,41.7673,-73.4379,2007-09-19,2007,4,1
16110,41.6615,-72.5365,2007-09-19,2007,3,1
16111,41.4552,-72.5288,2007-09-19,2007,3,1
16120,41.5211,-72.4869,2007-09-19,2007,2,1
16121,41.5544,-72.4523,2007-09-19,2007,2,1
14413,41.528244,-72.856272,2007-09-20,2007,5,1
14414,41.4501,-72.8407,2007-09-20,2007,5,1
14422,41.4912,-72.8174,2007-09-20,2007,5,1
14424,41.644,-72.8745,2007-09-20,2007,5,1
14451,41.7002,-72.1823,2007-09-20,2007,5,1
15479,41.5996,-72.8854,2007-09-20,2007,5,1
15892,41.6175,-72.085,2007-09-20,2007,4,1
14379,41.3978,-71.8422,2007-09-21,2007,3,1
14581,41.9423,-72.3058,2007-09-21,2007,5,1
14584,41.904,-72.2891,2007-09-21,2007,2,1
14591,41.7971,-72.1716,2007-09-21,2007,3,1
14720,41.4568,-71.8169,2007-09-21,2007,2,1
14721,41.4101,-71.8452,2007-09-21,2007,3,1
15176,41.7569,-72.1523,2007-09-21,2007,3,1
16114,41.9328,-73.1214,2007-09-21,2007,3,1
16116,41.9324,-72.9442,2007-09-21,2007,2,1
16124,41.938249,-73.321123,2007-09-21,2007,2,1
16128,41.7812,-72.1509,2007-09-21,2007,3,1
14441,41.5742,-72.4294,2007-09-24,2007,3,1
15312,41.409952,-72.329059,2007-09-24,2007,3,1
15315,41.4603,-72.3343,2007-09-25,2007,2,1
16064,41.3169,-73.4443,2007-09-25,2007,4,1
16122,41.4978,-72.3435,2007-09-25,2007,3,1
16123,41.4756,-72.342,2007-09-25,2007,3,1
16143,41.2931,-73.3678,2007-09-25,2007,3,1
14316,41.6159,-73.0579,2007-09-26,2007,5,1
14319,41.7361,-73.1054,2007-09-26,2007,5,1
14321,41.6497,-73.0774,2007-09-26,2007,5,1
14322,41.631,-73.0772,2007-09-26,2007,5,1
14825,41.6743,-73.0695,2007-09-26,2007,5,1
15997,41.5562,-73.3912,2007-09-26,2007,4,1
16063,41.7794,-73.2663,2007-09-27,2007,4,1
16108,41.8492,-72.1783,2007-09-28,2007,3,1
15364,41.1718,-73.3643,2007-10-01,2007,4,1
15370,41.1927,-73.3617,2007-10-01,2007,4,1
15375,41.1769,-73.3579,2007-10-01,2007,4,1
14221,41.3278,-72.6116,2007-10-02,2007,3,1
14290,41.3565,-72.5405,2007-10-02,2007,3,1
14298,41.208,-73.257,2007-10-02,2007,4,1
14394,41.2343,-73.1838,2007-10-02,2007,5,1
14490,41.3399,-72.7154,2007-10-02,2007,3,1
15357,41.1457,-73.3012,2007-10-02,2007,4,1
16131,41.3314,-72.595,2007-10-02,2007,3,1
14301,41.3828,-72.8967,2007-10-03,2007,5,1
14486,41.236,-73.0573,2007-10-03,2007,4,1
14489,41.3303,-72.9663,2007-10-03,2007,5,1
15087,41.3668,-72.8543,2007-10-03,2007,5,1
15854,41.4151,-72.8012,2007-10-03,2007,4,1
16137,41.2651,-73.0129,2007-10-03,2007,5,1
14226,41.5314,-72.8218,2007-10-04,2007,5,1
14358,41.0898,-73.5152,2007-10-04,2007,5,1
14431,41.1134,-73.5471,2007-10-04,2007,4,1
14432,41.0661,-73.5484,2007-10-04,2007,5,1
15066,41.6462,-72.8601,2007-10-04,2007,5,1
15193,41.5396,-72.8789,2007-10-04,2007,5,1
16133,41.4324,-72.8321,2007-10-04,2007,3,1
16066,41.914,-72.765,2007-10-05,2007,4,1
14472,41.5655,-72.8905,2007-10-09,2007,6,1
16139,41.9267,-73.2799,2007-10-09,2007,3,1
15067,41.3524,-72.8073,2007-10-11,2007,5,1
14360,41.2675,-73.4414,2007-10-15,2007,4,1
14362,41.3158,-73.4792,2007-10-15,2007,5,1
14363,41.3101,-73.4691,2007-10-15,2007,5,1
14366,41.246,-73.4341,2007-10-15,2007,4,1
14553,41.2604,-73.4367,2007-10-15,2007,5,1
14361,41.1359,-73.426,2007-10-16,2007,6,1
14370,41.1909,-73.4297,2007-10-16,2007,4,1
14555,41.1639,-73.4193,2007-10-16,2007,5,1
14201,41.1418,-73.4833,2007-10-17,2007,5,1
14202,41.1365,-73.4793,2007-10-17,2007,5,1
14452,41.1503,-73.4434,2007-10-17,2007,5,1
16205,41.1231,-73.425,2007-10-17,2007,5,1
14150,41.0276,-73.6621,2007-10-18,2007,5,1
16145,41.022,-73.6328,2007-10-18,2007,5,1
14706,41.3928,-71.9604,2007-10-22,2007,3,1
16140,41.1899,-73.1551,2007-11-28,2007,6,1
14148,41.7846,-72.9657,2008-09-15,2008,4,1
14349,41.83,-72.9947,2008-09-15,2008,3,1
14720,41.4568,-71.8169,2008-09-15,2008,2,1
15169,41.7594,-72.8808,2008-09-15,2008,4,1
15319,41.8158,-72.8294,2008-09-15,2008,4,1
15571,41.8365,-72.9295,2008-09-15,2008,3,1
15964,41.7681,-72.8497,2008-09-15,2008,4,1
16316,41.8377,-72.8817,2008-09-15,2008,3,1
16370,41.7807,-72.963,2008-09-15,2008,3,1
14433,41.665,-72.6045,2008-09-16,2008,4,1
16289,41.727,-72.3782,2008-09-16,2008,3,1
16300,41.7712,-72.4089,2008-09-16,2008,3,1
14283,41.9199,-73.0597,2008-09-17,2008,4,1
14397,41.7186,-72.7274,2008-09-17,2008,5,1
14461,41.9685,-73.0331,2008-09-17,2008,3,1
14479,41.7314,-72.7231,2008-09-17,2008,5,1
14576,41.6008,-72.7141,2008-09-17,2008,4,1
14713,41.9503,-73.049,2008-09-17,2008,4,1
14842,41.9305,-73.079,2008-09-17,2008,3,1
15768,41.9113,-73.0263,2008-09-17,2008,3,1
16089,41.9086,-73.0007,2008-09-17,2008,3,1
16312,41.9458,-73.1286,2008-09-17,2008,2,1
16321,41.6931,-72.7587,2008-09-17,2008,5,1
16400,41.797,-72.72,2008-09-17,2008,5,1
14303,41.9838,-72.6582,2008-09-22,2008,4,1
14465,41.9608,-72.711,2008-09-22,2008,4,1
14591,41.7971,-72.1716,2008-09-22,2008,3,1
15171,41.955,-72.7794,2008-09-22,2008,3,1
16128,41.7812,-72.1509,2008-09-22,2008,3,1
14153,41.5547,-72.6737,2008-09-23,2008,4,1
14441,41.5742,-72.4294,2008-09-23,2008,3,1
14551,41.4435,-72.6882,2008-09-23,2008,3,1
14841,41.8257,-72.9295,2008-09-24,2008,3,1
15312,41.409952,-72.329059,2008-09-24,2008,2,1
15825,41.9168,-72.989,2008-09-24,2008,3,1
16131,41.3314,-72.595,2008-09-24,2008,4,1
16225,41.9015,-72.6708,2008-09-24,2008,5,1
16258,41.9735,-73.0209,2008-09-24,2008,3,1
14247,41.9431,-73.3058,2008-09-25,2008,3,1
14251,41.8806,-73.3654,2008-09-25,2008,4,1
14471,41.6664,-73.5119,2008-09-25,2008,3,1
14687,42.023955,-73.327636,2008-09-25,2008,4,1
16327,41.8508,-73.3758,2008-09-25,2008,4,1
14147,41.9147,-72.549,2008-10-02,2008,5,1
14195,41.2591,-73.0979,2008-10-02,2008,4,1
14444,41.2945,-73.3948,2008-10-02,2008,3,1
16140,41.1899,-73.1551,2008-10-02,2008,5,1
16322,41.8456,-72.4816,2008-10-02,2008,5,1
16345,41.1817,-73.3142,2008-10-02,2008,3,1
14284,41.5439,-73.0384,2008-10-03,2008,5,1
14404,41.4717,-73.256,2008-10-03,2008,4,1
14409,41.4162,-73.2824,2008-10-03,2008,3,1
14450,41.5489,-73.3308,2008-10-03,2008,3,1
14458,41.4389,-73.401,2008-10-03,2008,5,1
14235,41.7822,-72.5912,2008-10-06,2008,5,1
14238,41.8758,-72.4743,2008-10-06,2008,5,1
14241,41.8503,-72.4878,2008-10-06,2008,5,1
14242,41.8195,-72.5035,2008-10-06,2008,4,1
14250,41.7767,-72.5612,2008-10-06,2008,5,1
14469,41.8201,-72.5033,2008-10-06,2008,4,1
14470,41.8272,-72.464,2008-10-06,2008,3,1
15006,41.8078,-72.5204,2008-10-06,2008,4,1
15047,41.8676,-72.4341,2008-10-06,2008,6,1
15048,41.8666,-72.4648,2008-10-06,2008,5,1
16071,41.7874,-72.551,2008-10-06,2008,5,1
14158,41.6777,-72.9077,2008-10-07,2008,5,1
14385,41.6789,-73.015,2008-10-07,2008,5,1
14389,41.6693,-72.9936,2008-10-07,2008,5,1
14390,41.6742,-72.9619,2008-10-07,2008,4,1
14392,41.6738,-72.8977,2008-10-07,2008,5,1
16301,41.6698,-72.9272,2008-10-07,2008,5,1
16317,41.7137,-72.9261,2008-10-07,2008,3,1
14248,41.4987,-73.0537,2008-10-08,2008,5,1
14288,41.6189,-72.7127,2008-10-08,2008,5,1
14501,41.6423,-72.7503,2008-10-08,2008,5,1
14549,41.6165,-72.758,2008-10-08,2008,5,1
14605,41.5908,-72.9009,2008-10-08,2008,3,1
15005,41.7588,-73.1841,2008-10-08,2008,3,1
15250,41.6383,-72.7333,2008-10-08,2008,5,1
15333,41.6405,-72.7421,2008-10-08,2008,5,1
15406,41.6424,-72.7207,2008-10-08,2008,5,1
16090,41.7672,-72.7033,2008-10-08,2008,5,1
16336,41.622,-72.7697,2008-10-08,2008,4,1
14174,41.4309,-72.3375,2008-10-09,2008,3,1
14377,41.3991,-72.4651,2008-10-09,2008,2,1
14706,41.3928,-71.9604,2008-10-09,2008,3,1
15179,41.4671,-72.3372,2008-10-09,2008,3,1
16343,41.4523,-71.809,2008-10-09,2008,3,1
14436,41.7191,-72.602,2008-10-14,2008,4,1
16311,41.6089,-72.5999,2008-10-14,2008,4,1
16320,41.5493,-72.6416,2008-10-14,2008,4,1
16331,41.4835,-72.6375,2008-10-14,2008,2,1
14316,41.6159,-73.0579,2008-10-15,2008,5,1
14317,41.4435,-73.0642,2008-10-15,2008,5,1
14318,41.3387,-73.0806,2008-10-15,2008,5,1
14319,41.7361,-73.1054,2008-10-15,2008,5,1
14321,41.6497,-73.0774,2008-10-15,2008,5,1
14396,41.5079,-72.4952,2008-10-15,2008,3,1
14401,41.5352,-72.5182,2008-10-15,2008,3,1
14825,41.6743,-73.0695,2008-10-15,2008,5,1
14137,41.6084,-72.4263,2008-10-16,2008,3,1
14281,41.6077,-72.4263,2008-10-16,2008,3,1
15010,41.5603,-72.3349,2008-10-16,2008,3,1
16342,41.6814,-72.463,2008-10-16,2008,3,1
14214,41.9841,-72.2947,2008-10-21,2008,4,1
16418,41.9937,-72.2767,2008-10-21,2008,4,1
14215,41.9679,-72.2979,2008-10-22,2008,4,1
14656,41.9554,-72.3013,2008-10-22,2008,5,1
16419,41.9599,-72.2994,2008-10-22,2008,4,1
15013,41.4259,-72.9056,2008-10-23,2008,4,1
15177,41.4211,-72.9022,2008-10-23,2008,3,1
16412,41.3925,-72.891,2008-10-23,2008,4,1
16413,41.3972,-72.8928,2008-10-23,2008,4,1
16414,41.4038,-72.894,2008-10-23,2008,4,1
16415,41.4141,-72.895,2008-10-23,2008,4,1
16126,41.8861,-73.1689,2008-11-04,2008,3,1
15013,41.4259,-72.9056,2009-09-15,2009,3,1
15177,41.4211,-72.9022,2009-09-15,2009,4,1
16411,41.3893,-72.893,2009-09-15,2009,4,1
16412,41.3925,-72.891,2009-09-15,2009,4,1
16413,41.3972,-72.8928,2009-09-15,2009,4,1
16414,41.4038,-72.894,2009-09-15,2009,5,1
14598,41.6022,-71.9868,2009-09-19,2009,4,1
15794,41.8732,-72.9648,2009-09-22,2009,3,1
14215,41.9679,-72.2979,2009-09-24,2009,5,1
14656,41.9554,-72.3013,2009-09-24,2009,5,1
16416,42.0211,-72.2517,2009-09-24,2009,2,1
16417,41.9934,-72.2695,2009-09-24,2009,3,1
16419,41.9599,-72.2994,2009-09-24,2009,4,1
14150,41.0276,-73.6621,2009-09-29,2009,5,1
14360,41.2675,-73.4414,2009-09-29,2009,5,1
14361,41.1359,-73.426,2009-09-29,2009,5,1
14370,41.1909,-73.4297,2009-09-29,2009,5,1
14445,41.1693,-73.367,2009-09-29,2009,4,1
14706,41.3928,-71.9604,2009-09-29,2009,3,1
14720,41.4568,-71.8169,2009-09-29,2009,3,1
15312,41.409952,-72.329059,2009-09-30,2009,3,1
14305,42.0147,-72.0017,2009-10-01,2009,3,1
14321,41.6497,-73.0774,2009-10-01,2009,5,1
14322,41.631,-73.0772,2009-10-01,2009,5,1
14410,42.022,-71.9528,2009-10-01,2009,4,1
14825,41.6743,-73.0695,2009-10-01,2009,5,1
15151,41.912,-71.9163,2009-10-01,2009,3,1
16338,41.8561,-73.1602,2009-10-01,2009,3,1
14314,41.8008,-72.1182,2009-10-02,2009,3,1
14588,41.8957,-72.0714,2009-10-02,2009,3,1
14590,41.8671,-72.0921,2009-10-02,2009,3,1
16128,41.7812,-72.1509,2009-10-02,2009,3,1
16322,41.8456,-72.4816,2009-10-02,2009,4,1
14444,41.2945,-73.3948,2009-10-05,2009,3,1
16143,41.2931,-73.3678,2009-10-05,2009,3,1
16340,41.322,-73.4229,2009-10-05,2009,3,1
14450,41.5489,-73.3308,2009-10-06,2009,3,1
16333,41.4826,-73.2205,2009-10-06,2009,3,1
17299,41.5409,-72.9485,2009-10-09,2009,5,1
14490,41.3399,-72.7154,2009-10-13,2009,3,1
16139,41.9267,-73.2799,2009-10-13,2009,2,1
16334,41.6255,-73.1593,2009-10-13,2009,3,1
14277,41.6393,-72.0582,2009-10-14,2009,3,1
14492,41.8326,-72.3079,2009-10-14,2009,3,1
14582,41.7623,-72.2691,2009-10-14,2009,3,1
14585,41.7659,-72.3927,2009-10-14,2009,3,1
14586,41.7212,-72.2548,2009-10-14,2009,3,1
14587,41.6937,-72.2632,2009-10-14,2009,3,1
15210,41.6841,-72.1092,2009-10-14,2009,3,1
15301,41.8067,-72.2646,2009-10-14,2009,5,1
15302,41.804,-72.266,2009-10-14,2009,4,1
15304,41.7938,-72.2752,2009-10-14,2009,3,1
15783,41.7882,-72.2776,2009-10-14,2009,3,1
15892,41.6175,-72.085,2009-10-14,2009,3,1
14420,41.5502,-72.8705,2009-10-15,2009,5,1
14422,41.4912,-72.8174,2009-10-15,2009,5,1
16325,41.5425,-72.7707,2009-10-15,2009,5,1
14580,41.9505,-72.3037,2009-10-21,2009,4,1
14581,41.9423,-72.3058,2009-10-21,2009,4,1
14583,41.9525,-72.3039,2009-10-21,2009,4,1
14584,41.904,-72.2891,2009-10-21,2009,2,1
14206,41.9548,-71.884,2009-10-22,2009,3,1
14207,42.0248,-71.8843,2009-10-22,2009,4,1
14441,41.5742,-72.4294,2009-10-22,2009,2,1
14863,42.0134,-71.802,2009-10-22,2009,2,1
16131,41.3314,-72.595,2009-10-22,2009,3,1
16243,41.918,-71.83,2009-10-22,2009,3,1
16106,41.9108,-72.1245,2009-10-26,2009,2,1
16288,41.9199,-72.1256,2009-10-26,2009,2,1
14296,41.667,-71.9227,2009-11-03,2009,3,1
14593,41.831633,-71.878097,2009-11-03,2009,3,1
14599,41.8499,-71.9359,2009-11-03,2009,3,1
14600,41.7407,-71.9488,2009-11-03,2009,3,1
14888,41.7109,-71.8778,2009-11-03,2009,2,1
15720,41.7896,-71.9723,2009-11-03,2009,2,1
16304,41.7809,-71.901,2009-11-03,2009,3,1
14199,41.863,-72.2402,2009-11-04,2009,3,1
14591,41.7971,-72.1716,2009-11-04,2009,3,1
14592,41.7925,-72.21,2009-11-04,2009,2,1
14999,41.9645,-71.9657,2009-11-04,2009,3,1
14601,41.5632,-71.9834,2009-11-09,2009,3,1
15543,41.5947,-72.1923,2009-11-09,2009,3,1
17300,41.5605,-72.3167,2009-11-16,2009,3,1
18209,41.56052,-72.330771,2009-11-16,2009,3,1
14719,41.4566,-71.8172,2010-09-15,2010,3,1
15010,41.5603,-72.3349,2010-09-15,2010,3,1
15796,41.4748,-71.8342,2010-09-15,2010,2,1
16112,41.4283,-72.4226,2010-09-15,2010,2,1
16343,41.4523,-71.809,2010-09-15,2010,4,1
17300,41.5605,-72.3167,2010-09-15,2010,3,1
18209,41.56052,-72.330771,2010-09-15,2010,3,1
14314,41.8008,-72.1182,2010-09-16,2010,3,1
15301,41.8067,-72.2646,2010-09-16,2010,5,1
15302,41.804,-72.266,2010-09-16,2010,4,1
15304,41.7938,-72.2752,2010-09-16,2010,3,1
16128,41.7812,-72.1509,2010-09-16,2010,3,1
14278,41.6158,-72.0416,2010-09-20,2010,4,1
14392,41.6738,-72.8977,2010-09-20,2010,5,1
15319,41.8158,-72.8294,2010-09-20,2010,4,1
16319,41.6708,-72.9774,2010-09-20,2010,5,1
16341,41.8286,-72.8667,2010-09-20,2010,3,1
14436,41.7191,-72.602,2010-09-21,2010,4,1
14983,41.7181,-72.6133,2010-09-21,2010,5,1
15184,41.6643,-72.5977,2010-09-21,2010,4,1
14214,41.9841,-72.2947,2010-09-22,2010,4,1
14581,41.9423,-72.3058,2010-09-22,2010,5,1
14153,41.5547,-72.6737,2010-09-23,2010,4,1
14235,41.7822,-72.5912,2010-09-23,2010,5,1
14241,41.8503,-72.4878,2010-09-23,2010,5,1
14288,41.6189,-72.7127,2010-09-23,2010,5,1
14470,41.8272,-72.464,2010-09-23,2010,3,1
14479,41.7314,-72.7231,2010-09-23,2010,5,1
16131,41.3314,-72.595,2010-09-23,2010,3,1
14414,41.4501,-72.8407,2010-09-24,2010,5,1
14605,41.5908,-72.9009,2010-09-24,2010,3,1
16066,41.914,-72.765,2010-09-24,2010,4,1
14317,41.4435,-73.0642,2010-09-27,2010,5,1
14361,41.1359,-73.426,2010-09-27,2010,5,1
14458,41.4389,-73.401,2010-09-27,2010,5,1
14724,41.4673,-72.157,2010-09-27,2010,3,1
14731,41.5021,-72.1235,2010-09-27,2010,3,1
14733,41.4366,-72.1062,2010-09-27,2010,5,1
16298,41.4716,-72.1182,2010-09-27,2010,3,1
16204,41.6175,-73.131,2010-09-28,2010,3,1
14197,41.7508,-72.8717,2010-09-29,2010,3,1
14283,41.9199,-73.0597,2010-09-29,2010,3,1
14713,41.9503,-73.049,2010-09-29,2010,4,1
14841,41.8257,-72.9295,2010-09-29,2010,3,1
15825,41.9168,-72.989,2010-09-29,2010,3,1
16106,41.9108,-72.1245,2010-09-29,2010,3,1
16288,41.9199,-72.1256,2010-09-29,2010,2,1
17299,41.5409,-72.9485,2010-09-29,2010,4,1
14263,41.5681,-72.1702,2010-10-04,2010,4,1
14734,41.5766,-72.1918,2010-10-04,2010,3,1
14735,41.5583,-72.112,2010-10-04,2010,4,1
14738,41.5433,-72.1734,2010-10-04,2010,3,1
14739,41.5724,-72.1324,2010-10-04,2010,3,1
15020,41.43,-72.3392,2010-10-04,2010,3,1
15312,41.409952,-72.329059,2010-10-04,2010,3,1
15543,41.5947,-72.1923,2010-10-04,2010,4,1
14379,41.3978,-71.8422,2010-10-05,2010,3,1
14706,41.3928,-71.9604,2010-10-05,2010,3,1
14721,41.4101,-71.8452,2010-10-05,2010,3,1
14366,41.246,-73.4341,2010-10-07,2010,4,1
14444,41.2945,-73.3948,2010-10-07,2010,3,1
15364,41.1718,-73.3643,2010-10-07,2010,4,1
16143,41.2931,-73.3678,2010-10-07,2010,3,1
16346,41.1703,-73.4172,2010-10-07,2010,4,1
14723,41.3219,-72.1054,2010-10-08,2010,5,1
16295,41.3695,-72.2002,2010-10-08,2010,3,1
14732,41.4981,-72.0365,2010-10-12,2010,4,1
16063,41.7794,-73.2663,2010-10-12,2010,4,1
16139,41.9267,-73.2799,2010-10-12,2010,2,1
14576,41.6008,-72.7141,2010-10-18,2010,4,1
14446,41.8941,-72.5723,2010-11-03,2010,4,1
15221,41.982,-72.5407,2010-11-03,2010,3,1
14720,41.4568,-71.8169,2011-10-11,2011,2,1
15315,41.4603,-72.3343,2011-10-11,2011,2,1
15796,41.4748,-71.8342,2011-10-11,2011,2,1
16112,41.4283,-72.4226,2011-10-11,2011,2,1
14469,41.8201,-72.5033,2011-10-12,2011,4,1
15312,41.409952,-72.329059,2011-10-12,2011,3,1
16110,41.6615,-72.5365,2011-10-12,2011,3,1
16119,41.5623,-72.4338,2011-10-12,2011,2,1
16307,41.5408,-72.653,2011-10-12,2011,5,1
16323,41.5394,-72.6858,2011-10-12,2011,4,1
16131,41.3314,-72.595,2011-10-13,2011,4,1
14226,41.5314,-72.8218,2011-10-17,2011,5,1
14366,41.246,-73.4341,2011-10-17,2011,4,1
14473,41.5267,-72.9331,2011-10-17,2011,4,1
16078,41.6621,-72.947,2011-10-17,2011,3,1
16325,41.5425,-72.7707,2011-10-17,2011,5,1
14444,41.2945,-73.3948,2011-10-18,2011,3,1
14445,41.1693,-73.367,2011-10-18,2011,4,1
15364,41.1718,-73.3643,2011-10-18,2011,4,1
15999,41.2665,-73.0049,2011-10-18,2011,5,1
16143,41.2931,-73.3678,2011-10-18,2011,3,1
16326,41.4309,-72.8196,2011-10-18,2011,5,1
14129,41.4684,-73.0501,2011-10-20,2011,4,1
16337,41.3351,-73.0766,2011-10-20,2011,5,1
15044,41.7769,-73.4192,2011-10-21,2011,2,1
15244,41.7217,-73.4572,2011-10-21,2011,3,1
15510,41.7454,-73.4542,2011-10-21,2011,3,1
16124,41.938249,-73.321123,2011-10-21,2011,2,1
16139,41.9267,-73.2799,2011-10-21,2011,2,1
14355,41.5575,-73.2122,2011-10-24,2011,4,1
14358,41.0898,-73.5152,2011-10-24,2011,5,1
14361,41.1359,-73.426,2011-10-24,2011,5,1
15530,41.5575,-73.2155,2011-10-24,2011,3,1
16002,41.0274,-73.661,2011-10-24,2011,5,1
16335,41.5783,-73.1745,2011-10-24,2011,3,1
16431,41.5696,-73.2259,2011-10-24,2011,3,1
17321,41.6121,-73.1761,2011-10-24,2011,3,1
14394,41.2343,-73.1838,2011-10-25,2011,5,1
14414,41.4501,-72.8407,2011-10-25,2011,5,1
16141,41.2534,-73.2059,2011-10-25,2011,5,1
14183,41.5979,-73.4152,2011-10-26,2011,4,1
14404,41.4717,-73.256,2011-10-26,2011,4,1
14450,41.5489,-73.3308,2011-10-26,2011,3,1
14482,41.8181,-73.1441,2011-10-26,2011,4,1
14488,41.604889,-73.428789,2011-10-26,2011,3,1
15035,41.7472,-73.115,2011-10-26,2011,2,1
16332,41.6546,-73.3785,2011-10-26,2011,5,1
14413,41.528244,-72.856272,2011-10-27,2011,5,1
16128,41.7812,-72.1509,2011-10-27,2011,3,1
14280,41.4058,-73.0926,2011-11-07,2011,4,1
14409,41.4162,-73.2824,2011-11-07,2011,4,1
14686,42.0096,-73.2806,2011-11-07,2011,5,1
15994,41.3842,-73.1642,2011-11-07,2011,4,1
16718,41.3886,-73.1936,2011-11-07,2011,3,1
14360,41.2675,-73.4414,2011-11-08,2011,4,1
14362,41.3158,-73.4792,2011-11-08,2011,4,1
14370,41.1909,-73.4297,2011-11-08,2011,5,1
14804,41.8804,-73.331,2011-11-08,2011,3,1
15507,41.8144,-73.3769,2011-11-08,2011,4,1
16127,41.864151,-73.167442,2011-11-08,2011,2,1
14284,41.5439,-73.0384,2011-11-09,2011,5,1
14317,41.4435,-73.0642,2011-11-09,2011,5,1
14456,41.5805,-73.0703,2011-11-09,2011,5,1
14710,41.683397,-73.298268,2011-11-09,2011,3,1
15005,41.7588,-73.1841,2011-11-09,2011,3,1
15253,41.758,-73.1861,2011-11-09,2011,4,1
15531,41.7164,-73.0604,2011-11-09,2011,4,1
18123,41.6737,-73.0853,2011-11-09,2011,3,1
14484,41.9372,-72.8215,2011-11-10,2011,2,1
15240,42.0356,-72.9384,2011-11-10,2011,2,1
16370,41.7807,-72.963,2011-11-10,2011,3,1
16387,42.033,-72.9207,2011-11-10,2011,3,1
14248,41.4987,-73.0537,2011-11-14,2011,5,1
14439,41.9337,-73.3908,2011-11-14,2011,4,1
14792,41.4864,-73.0556,2011-11-14,2011,5,1
14458,41.4389,-73.401,2011-11-15,2011,5,1
14489,41.3303,-72.9663,2011-11-15,2011,5,1
15580,41.5648,-73.3936,2011-11-15,2011,4,1
17610,41.280798,-72.999271,2011-11-15,2011,5,1
17707,41.364,-72.9794,2011-11-15,2011,5,1
17708,41.2722,-73.0008,2011-11-15,2011,5,1
14305,42.0147,-72.0017,2011-11-16,2011,4,1
14471,41.6664,-73.5119,2011-11-16,2011,4,1
14740,41.512349,-73.52695,2011-11-16,2011,3,1
15102,41.3191,-73.1618,2011-11-21,2011,4,1
16938,41.7339,-72.7117,2011-11-21,2011,5,1
16971,41.7122,-72.7369,2011-11-21,2011,5,1
17174,41.825,-72.7386,2011-11-21,2011,5,1
17728,41.76588,-72.76033,2011-11-21,2011,5,1
14288,41.6189,-72.7127,2012-09-17,2012,5,1
14501,41.6423,-72.7503,2012-09-17,2012,5,1
14551,41.4435,-72.6882,2012-09-17,2012,4,1
15250,41.6383,-72.7333,2012-09-17,2012,5,1
15333,41.6405,-72.7421,2012-09-17,2012,5,1
15406,41.6424,-72.7207,2012-09-17,2012,4,1
16307,41.5408,-72.653,2012-09-17,2012,5,1
16336,41.622,-72.7697,2012-09-17,2012,4,1
14441,41.5742,-72.4294,2012-09-18,2012,4,1
14400,41.565,-72.5069,2012-09-19,2012,5,1
14401,41.5352,-72.5182,2012-09-19,2012,3,1
14720,41.4568,-71.8169,2012-09-19,2012,3,1
14721,41.4101,-71.8452,2012-09-19,2012,4,1
16121,41.5544,-72.4523,2012-09-19,2012,2,1
17568,41.576275,-72.287584,2012-09-19,2012,3,1
